MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,Location,WindGustDir,WindDir9am,WindDir3pm,RainToday,RainTomorrow
6.5,16.2,0.0,2.8,9.6,30.0,9.0,15.0,57.0,51.0,1031.8,1029.5,7.0,1.0,12.6,15.5,MelbourneAirport,SSE,SSE,S,No,No
3.5,22.6,0.0,3.4,11.2,43.0,13.0,30.0,63.0,36.0,1029.9,1026.0,0.0,0.0,13.7,21.9,MelbourneAirport,NNE,N,NNE,No,No
7.6,25.0,0.0,6.0,11.2,39.0,28.0,24.0,41.0,25.0,1027.3,1022.7,1.0,1.0,18.3,24.3,MelbourneAirport,N,NNE,N,No,No
13.9,23.3,0.0,8.4,2.3,74.0,37.0,33.0,43.0,53.0,1016.8,1013.3,7.0,7.0,19.2,19.5,MelbourneAirport,N,N,N,No,Yes
12.9,15.0,16.2,9.0,0.8,41.0,22.0,20.0,91.0,70.0,1017.4,1017.8,8.0,7.0,13.2,14.4,MelbourneAirport,SSW,SSW,S,Yes,No
7.4,17.1,0.0,1.6,5.2,28.0,17.0,9.0,78.0,59.0,1020.1,1018.7,6.0,7.0,12.6,15.7,MelbourneAirport,S,SW,SSE,No,No
7.5,22.7,0.0,2.6,11.2,67.0,22.0,30.0,65.0,44.0,1020.4,1016.9,3.0,6.0,16.7,22.1,MelbourneAirport,N,N,N,No,No
14.0,27.2,0.0,9.2,10.7,39.0,57.0,61.0,52.0,30.0,1013.5,1005.2,1.0,5.0,18.2,25.8,MelbourneAirport,N,N,N,No,No
11.5,22.0,0.0,9.4,11.4,56.0,17.0,31.0,54.0,35.0,1014.5,1011.3,3.0,1.0,15.6,21.1,MelbourneAirport,N,WNW,NNW,No,No
9.2,24.4,0.0,6.2,7.8,39.0,37.0,43.0,51.0,29.0,1009.3,1003.7,4.0,7.0,17.6,21.3,MelbourneAirport,WSW,N,NW,No,Yes
5.3,15.6,4.4,8.6,8.3,48.0,26.0,24.0,57.0,57.0,1023.3,1023.9,1.0,7.0,11.4,13.3,MelbourneAirport,SW,WSW,SSW,Yes,No
6.0,18.0,0.0,3.4,2.8,44.0,19.0,24.0,70.0,50.0,1024.7,1023.0,8.0,7.0,12.5,16.2,MelbourneAirport,SSW,WSW,WSW,No,No
9.0,18.7,0.0,3.2,6.4,28.0,9.0,9.0,81.0,47.0,1023.2,1018.7,7.0,1.0,12.2,18.1,MelbourneAirport,SW,SSW,WSW,No,No
7.3,25.8,0.0,3.8,11.2,72.0,33.0,35.0,50.0,29.0,1015.8,1012.2,2.0,1.0,18.7,25.5,MelbourneAirport,N,N,N,No,No
12.6,18.4,0.0,8.2,9.1,39.0,19.0,19.0,63.0,48.0,1017.2,1016.4,7.0,2.0,14.0,17.3,MelbourneAirport,S,SW,SE,No,No
6.6,25.5,0.0,4.2,0.2,74.0,24.0,28.0,55.0,31.0,1008.5,1004.1,7.0,8.0,18.1,24.1,MelbourneAirport,NW,N,NW,No,Yes
9.7,16.8,1.8,4.0,6.2,74.0,24.0,30.0,77.0,56.0,1012.3,1014.0,6.0,7.0,11.4,14.4,MelbourneAirport,W,W,WSW,Yes,No
6.5,19.8,0.2,4.4,4.9,46.0,17.0,20.0,67.0,39.0,1020.8,1019.9,1.0,7.0,12.9,19.1,MelbourneAirport,W,WNW,WSW,No,No
7.4,23.5,0.2,3.2,9.5,46.0,11.0,20.0,70.0,28.0,1022.9,1018.2,5.0,7.0,12.5,23.1,MelbourneAirport,NNW,N,NNW,No,No
12.5,23.5,0.0,5.8,3.9,61.0,44.0,24.0,40.0,45.0,1014.6,1012.4,7.0,7.0,18.9,20.6,MelbourneAirport,N,N,NNE,No,No
10.7,21.4,0.0,6.2,7.5,41.0,11.0,19.0,74.0,48.0,1016.5,1014.2,7.0,6.0,14.6,20.4,MelbourneAirport,N,WSW,SSE,No,No
6.9,31.3,0.0,4.8,11.6,52.0,2.0,26.0,82.0,17.0,1010.6,1005.0,1.0,1.0,13.7,31.0,MelbourneAirport,N,W,WNW,No,Yes
8.4,15.6,2.2,8.0,5.2,69.0,31.0,28.0,67.0,45.0,1012.3,1013.2,7.0,7.0,10.0,12.9,MelbourneAirport,SSW,WSW,S,Yes,Yes
7.5,15.6,7.6,5.0,9.5,61.0,30.0,39.0,62.0,44.0,1021.8,1022.2,7.0,6.0,11.5,14.0,MelbourneAirport,SSE,SSE,S,Yes,No
4.3,15.7,0.0,4.6,4.3,35.0,6.0,19.0,87.0,43.0,1022.8,1019.9,7.0,6.0,8.9,15.0,MelbourneAirport,S,SW,S,No,No
7.7,15.9,0.0,3.6,3.9,43.0,20.0,17.0,65.0,71.0,1019.3,1020.0,7.0,7.0,12.7,14.4,MelbourneAirport,WSW,W,SSE,No,Yes
6.4,18.0,1.4,2.4,11.3,31.0,19.0,9.0,53.0,36.0,1027.2,1025.6,4.0,1.0,12.0,17.2,MelbourneAirport,SSE,ESE,SE,Yes,No
4.5,24.8,0.0,5.0,7.3,61.0,30.0,28.0,48.0,29.0,1026.3,1023.3,1.0,7.0,16.7,23.1,MelbourneAirport,N,N,N,No,No
16.6,28.2,0.0,11.4,2.7,39.0,50.0,33.0,34.0,25.0,1021.7,1019.2,7.0,7.0,20.2,27.0,MelbourneAirport,N,N,N,No,No
9.2,19.8,0.0,6.4,12.8,44.0,28.0,28.0,49.0,32.0,1030.4,1027.5,1.0,1.0,11.9,18.6,MelbourneAirport,SSE,SE,S,No,No
5.0,27.6,0.0,10.2,11.9,54.0,13.0,24.0,62.0,35.0,1027.1,1023.7,1.0,3.0,15.3,26.4,MelbourneAirport,NNE,ENE,NNE,No,No
14.2,31.3,0.0,10.4,10.4,74.0,56.0,33.0,48.0,28.0,1019.4,1015.7,3.0,5.0,20.3,30.6,MelbourneAirport,N,N,N,No,No
13.7,20.2,0.0,10.0,3.3,35.0,13.0,13.0,88.0,70.0,1020.7,1017.3,8.0,8.0,14.5,18.0,MelbourneAirport,SW,S,SSE,No,No
13.1,31.4,0.0,2.0,9.2,46.0,9.0,22.0,74.0,23.0,1011.8,1010.3,5.0,4.0,18.4,30.2,MelbourneAirport,N,NNE,NNW,No,No
12.8,20.7,0.0,7.4,5.6,33.0,11.0,15.0,74.0,54.0,1017.6,1014.8,8.0,5.0,14.7,19.5,MelbourneAirport,SSW,S,SSE,No,No
11.5,25.2,0.0,4.8,7.2,52.0,11.0,7.0,72.0,39.0,1014.5,1012.0,8.0,7.0,13.6,21.9,MelbourneAirport,N,SSW,SW,No,Yes
12.5,18.5,17.2,9.4,7.7,70.0,20.0,46.0,91.0,38.0,1005.1,1008.6,7.0,5.0,12.9,17.8,MelbourneAirport,WSW,WSW,WSW,Yes,No
7.4,20.0,0.8,6.6,7.4,56.0,22.0,31.0,58.0,44.0,1011.8,1013.2,7.0,7.0,13.8,18.3,MelbourneAirport,W,NW,WSW,No,No
7.7,23.0,0.6,4.4,8.3,37.0,9.0,9.0,68.0,40.0,1019.2,1015.4,7.0,2.0,12.9,21.2,MelbourneAirport,S,WNW,SW,No,No
10.8,22.5,0.0,4.0,10.2,35.0,13.0,22.0,63.0,42.0,1016.0,1012.8,7.0,2.0,14.6,21.0,MelbourneAirport,SSE,WSW,SSE,No,No
7.9,32.6,0.0,6.4,8.8,63.0,24.0,37.0,51.0,15.0,1009.4,1002.8,7.0,4.0,19.1,30.8,MelbourneAirport,SW,N,N,No,Yes
11.7,16.9,7.0,12.6,7.1,76.0,31.0,44.0,85.0,55.0,1004.5,1008.9,7.0,7.0,12.6,11.9,MelbourneAirport,WSW,WSW,WSW,Yes,No
6.8,16.9,0.2,5.6,6.3,50.0,30.0,19.0,59.0,49.0,1021.3,1023.5,7.0,7.0,11.4,14.5,MelbourneAirport,SW,WSW,S,No,No
6.1,24.7,0.0,4.0,10.3,33.0,7.0,11.0,63.0,25.0,1025.9,1021.2,4.0,7.0,12.3,22.1,MelbourneAirport,NNE,SE,NNE,No,No
10.4,29.3,0.0,6.4,8.2,61.0,43.0,39.0,23.0,15.0,1016.6,1012.0,2.0,6.0,20.4,26.2,MelbourneAirport,N,N,N,No,No
10.9,18.2,0.0,10.8,9.8,48.0,30.0,30.0,57.0,43.0,1019.0,1018.3,6.0,2.0,13.1,17.2,MelbourneAirport,SSE,SSW,SSE,No,No
7.3,23.4,0.0,6.2,10.9,35.0,9.0,7.0,58.0,25.0,1018.0,1013.9,5.0,7.0,13.0,22.9,MelbourneAirport,S,SSW,WSW,No,No
9.0,32.3,0.0,6.0,11.6,43.0,24.0,24.0,29.0,16.0,1016.8,1015.5,7.0,5.0,23.2,30.7,MelbourneAirport,N,N,N,No,No
16.8,36.3,0.0,14.4,10.6,74.0,57.0,28.0,20.0,8.0,1014.3,1011.8,6.0,7.0,25.1,33.7,MelbourneAirport,N,N,N,No,No
11.3,19.9,0.4,14.0,13.2,57.0,28.0,26.0,56.0,45.0,1022.6,1021.2,7.0,1.0,14.7,18.8,MelbourneAirport,S,SSE,S,No,No
8.3,20.5,0.0,8.2,9.5,54.0,19.0,31.0,61.0,51.0,1023.2,1021.9,5.0,3.0,13.9,18.7,MelbourneAirport,SSE,SW,SSE,No,No
9.3,18.3,0.0,7.6,11.2,43.0,26.0,24.0,49.0,43.0,1024.1,1021.6,7.0,1.0,14.3,16.8,MelbourneAirport,SSE,SE,S,No,No
5.0,27.4,0.0,5.2,12.7,33.0,9.0,13.0,65.0,14.0,1018.6,1013.9,1.0,3.0,13.5,26.3,MelbourneAirport,SSE,SW,ESE,No,No
9.5,33.4,0.0,5.8,9.8,61.0,6.0,15.0,58.0,16.0,1014.7,1009.7,4.0,7.0,18.6,32.4,MelbourneAirport,N,ESE,NE,No,No
18.4,20.3,0.0,12.4,1.3,52.0,24.0,30.0,55.0,58.0,1010.3,1014.2,6.0,7.0,19.9,17.2,MelbourneAirport,N,S,SSE,No,No
10.9,17.1,0.0,5.6,1.9,35.0,19.0,15.0,57.0,50.0,1013.6,1010.8,7.0,7.0,13.2,15.8,MelbourneAirport,SW,SE,SE,No,Yes
10.1,20.2,36.8,5.8,6.8,54.0,26.0,30.0,92.0,41.0,1009.3,1009.7,7.0,7.0,11.4,18.3,MelbourneAirport,SW,SW,SW,Yes,No
10.3,21.2,0.4,4.0,9.2,52.0,26.0,30.0,70.0,32.0,1015.5,1015.3,7.0,7.0,14.5,19.7,MelbourneAirport,WSW,WSW,W,No,No
7.3,20.2,0.4,5.6,8.4,33.0,17.0,15.0,59.0,44.0,1021.1,1020.1,7.0,5.0,13.2,18.4,MelbourneAirport,SSE,SW,S,No,No
9.6,29.0,0.0,6.0,12.9,43.0,9.0,22.0,64.0,18.0,1019.7,1014.0,1.0,5.0,15.6,28.1,MelbourneAirport,NNW,NNE,NW,No,No
15.6,31.2,0.0,14.4,0.2,76.0,59.0,31.0,23.0,35.0,1006.9,1005.5,8.0,8.0,23.6,27.1,MelbourneAirport,N,N,WSW,No,No
14.8,23.5,0.0,5.0,10.6,41.0,22.0,13.0,71.0,39.0,1011.3,1010.7,7.0,1.0,16.1,22.6,MelbourneAirport,SW,SW,SSE,No,No
9.6,30.7,0.0,6.8,4.6,61.0,17.0,39.0,48.0,21.0,1010.9,1007.6,7.0,7.0,20.1,29.1,MelbourneAirport,N,N,N,No,No
14.8,25.7,0.0,8.0,8.3,37.0,7.0,22.0,61.0,48.0,1012.6,1010.4,3.0,6.0,19.1,24.5,MelbourneAirport,S,S,SSE,No,No
12.1,20.1,0.0,7.8,0.4,63.0,9.0,26.0,57.0,91.0,1009.5,1006.7,7.0,7.0,20.0,17.8,MelbourneAirport,N,WSW,SW,No,Yes
8.5,21.6,4.8,2.6,12.5,52.0,26.0,30.0,62.0,30.0,1018.8,1018.7,6.0,5.0,14.2,19.7,MelbourneAirport,WSW,WSW,W,Yes,No
8.5,17.9,0.0,9.0,0.2,35.0,13.0,9.0,63.0,57.0,1021.9,1021.4,7.0,7.0,13.7,17.4,MelbourneAirport,S,WSW,SSE,No,No
12.0,18.8,0.2,3.4,11.2,43.0,26.0,26.0,56.0,52.0,1026.0,1024.6,6.0,1.0,14.1,17.1,MelbourneAirport,S,SSE,S,No,No
10.2,21.2,0.0,6.4,10.1,35.0,9.0,15.0,73.0,46.0,1024.2,1020.1,8.0,2.0,13.7,20.8,MelbourneAirport,SSW,ESE,SSE,No,No
9.5,26.6,0.0,6.4,10.2,35.0,7.0,20.0,82.0,44.0,1017.5,1012.0,8.0,1.0,14.3,25.3,MelbourneAirport,SSE,NNE,S,No,No
14.2,35.0,0.0,6.6,11.9,50.0,6.0,22.0,64.0,25.0,1008.2,1004.8,3.0,5.0,20.5,32.2,MelbourneAirport,N,ENE,N,No,No
20.5,28.7,0.0,13.2,8.9,76.0,30.0,20.0,54.0,48.0,1005.8,1003.5,7.0,4.0,24.0,27.3,MelbourneAirport,N,NNW,SE,No,No
14.7,27.2,0.6,7.6,11.2,41.0,0.0,15.0,67.0,43.0,1010.1,1009.2,6.0,3.0,18.8,26.0,MelbourneAirport,SSE,N,SSW,No,No
15.2,22.5,0.2,7.0,1.4,43.0,7.0,4.0,85.0,84.0,1014.0,1012.9,8.0,8.0,16.8,18.3,MelbourneAirport,WSW,NW,WNW,No,Yes
16.0,26.8,11.2,1.8,11.8,35.0,7.0,19.0,74.0,51.0,1010.2,1008.4,5.0,6.0,21.0,26.0,MelbourneAirport,SSE,SE,SSE,Yes,No
16.8,20.0,0.0,6.6,0.1,35.0,15.0,26.0,84.0,77.0,1008.7,1007.4,8.0,8.0,17.8,19.4,MelbourneAirport,S,SSW,S,No,Yes
14.8,22.0,5.0,3.6,1.4,43.0,19.0,28.0,91.0,69.0,1009.3,1006.5,8.0,7.0,15.6,20.6,MelbourneAirport,SE,S,S,Yes,Yes
13.2,17.3,14.8,6.0,0.1,41.0,28.0,28.0,92.0,88.0,1008.9,1007.4,8.0,8.0,14.0,15.7,MelbourneAirport,SE,SSE,SSE,Yes,No
13.5,20.1,0.6,1.6,4.3,33.0,19.0,24.0,91.0,63.0,1009.6,1011.2,7.0,7.0,15.9,19.2,MelbourneAirport,S,SSE,S,No,No
13.8,21.5,0.0,4.6,9.1,33.0,11.0,19.0,62.0,48.0,1016.3,1015.0,7.0,3.0,16.1,20.2,MelbourneAirport,SSE,S,S,No,No
10.7,20.3,0.0,5.4,0.4,31.0,7.0,11.0,81.0,64.0,1012.4,1011.3,7.0,7.0,15.4,19.5,MelbourneAirport,SSE,N,S,No,Yes
15.0,20.7,1.4,2.8,5.8,52.0,20.0,33.0,82.0,63.0,1015.4,1017.5,7.0,6.0,16.1,19.5,MelbourneAirport,S,S,S,Yes,No
13.7,25.8,0.4,4.8,13.2,39.0,11.0,19.0,70.0,41.0,1021.4,1018.7,4.0,1.0,17.4,24.6,MelbourneAirport,SSW,SE,SSW,No,No
11.3,30.7,0.0,9.2,13.5,65.0,44.0,9.0,40.0,25.0,1015.7,1011.6,0.0,1.0,22.2,29.3,MelbourneAirport,N,N,ENE,No,No
19.8,26.9,0.0,14.6,11.1,65.0,43.0,26.0,37.0,48.0,1008.6,1007.7,6.0,2.0,23.0,25.2,MelbourneAirport,N,N,SSE,No,No
13.5,25.1,0.0,6.0,11.0,33.0,7.0,20.0,73.0,54.0,1009.5,1005.6,7.0,6.0,17.7,23.4,MelbourneAirport,SSE,SSW,S,No,No
13.3,33.6,0.0,4.6,10.4,39.0,11.0,39.0,67.0,8.0,996.1,992.1,1.0,5.0,20.9,31.8,MelbourneAirport,WSW,S,NW,No,No
8.5,22.5,0.0,14.2,13.0,44.0,19.0,15.0,50.0,28.0,1009.1,1007.7,3.0,3.0,15.3,20.8,MelbourneAirport,S,SW,ESE,No,No
9.2,24.4,0.0,7.2,7.0,74.0,17.0,24.0,34.0,23.0,1005.8,1005.4,1.0,7.0,20.5,23.5,MelbourneAirport,SW,NW,WSW,No,Yes
9.0,19.7,2.2,5.4,11.6,37.0,24.0,17.0,58.0,44.0,1016.7,1017.2,4.0,6.0,14.7,18.4,MelbourneAirport,SW,SW,SE,Yes,No
8.6,24.5,0.0,5.4,13.4,35.0,13.0,13.0,58.0,41.0,1019.3,1017.1,2.0,1.0,15.9,22.5,MelbourneAirport,S,SSW,ESE,No,No
10.6,33.3,0.0,7.2,11.6,43.0,9.0,11.0,54.0,23.0,1014.4,1011.6,1.0,7.0,21.2,31.3,MelbourneAirport,S,NE,NE,No,No
15.8,25.4,0.0,8.8,4.0,28.0,0.0,15.0,79.0,58.0,1013.1,1009.8,7.0,7.0,18.7,24.4,MelbourneAirport,S,N,S,No,No
18.6,28.7,0.6,4.0,1.4,44.0,19.0,17.0,58.0,82.0,1008.2,1008.5,7.0,7.0,23.5,21.4,MelbourneAirport,SSW,NNW,S,No,Yes
10.2,21.9,2.0,4.0,11.9,48.0,19.0,26.0,51.0,48.0,1015.9,1014.5,4.0,6.0,17.5,20.1,MelbourneAirport,SSE,SSE,S,Yes,No
10.5,25.9,0.0,7.0,13.1,50.0,9.0,19.0,67.0,42.0,1010.0,1007.2,3.0,2.0,17.9,23.6,MelbourneAirport,SSE,NE,SSW,No,Yes
8.7,19.9,1.2,8.8,12.5,50.0,28.0,26.0,61.0,47.0,1015.6,1016.9,2.0,6.0,14.0,17.4,MelbourneAirport,S,WSW,SSE,Yes,No
7.5,23.3,0.0,6.4,13.1,33.0,7.0,20.0,59.0,25.0,1021.1,1019.1,1.0,1.0,15.2,20.7,MelbourneAirport,SSE,SSW,SSE,No,No
10.7,33.4,0.0,6.8,13.6,48.0,7.0,15.0,65.0,14.0,1015.9,1009.1,1.0,4.0,18.8,31.7,MelbourneAirport,WNW,NNE,N,No,No
13.6,28.6,0.0,10.6,5.3,80.0,22.0,39.0,25.0,38.0,1000.6,1002.0,7.0,5.0,22.4,20.6,MelbourneAirport,WSW,N,WNW,No,Yes
10.2,24.2,1.2,8.6,11.5,69.0,46.0,33.0,55.0,29.0,1007.9,1009.7,4.0,6.0,17.3,22.4,MelbourneAirport,WSW,W,WSW,Yes,No
7.9,26.3,0.0,8.6,11.9,37.0,9.0,13.0,54.0,33.0,1016.0,1013.6,2.0,7.0,15.7,23.0,MelbourneAirport,SSE,S,SSE,No,No
10.8,28.2,0.0,7.6,10.3,37.0,24.0,13.0,59.0,38.0,1013.8,1013.8,7.0,7.0,18.0,25.0,MelbourneAirport,SSE,SSW,NE,No,No
13.2,40.5,0.0,5.2,10.4,54.0,9.0,30.0,57.0,8.0,1014.3,1010.5,4.0,6.0,22.6,38.0,MelbourneAirport,N,NE,N,No,No
22.6,39.4,0.0,23.8,8.6,39.0,54.0,50.0,29.0,17.0,1012.6,1007.3,6.0,7.0,29.7,38.2,MelbourneAirport,NNE,N,N,No,Yes
15.0,23.3,3.2,16.8,7.8,70.0,20.0,20.0,80.0,48.0,1018.0,1017.6,8.0,1.0,15.9,22.5,MelbourneAirport,N,S,SSE,Yes,No
11.3,24.6,0.0,6.4,10.3,35.0,15.0,17.0,68.0,48.0,1020.5,1019.4,7.0,7.0,16.5,23.4,MelbourneAirport,SSE,SSE,SSE,No,No
13.8,30.0,0.0,6.6,11.6,35.0,7.0,22.0,69.0,41.0,1020.2,1018.3,2.0,3.0,19.4,28.3,MelbourneAirport,S,ENE,SSE,No,No
16.3,40.3,0.0,8.0,11.8,61.0,35.0,24.0,42.0,17.0,1015.3,1010.5,1.0,6.0,28.9,38.5,MelbourneAirport,N,N,W,No,Yes
21.0,29.9,1.8,14.4,1.1,61.0,17.0,33.0,49.0,47.0,1009.7,1008.0,7.0,8.0,27.0,27.7,MelbourneAirport,N,WNW,WSW,Yes,Yes
16.3,16.7,2.8,4.0,0.0,31.0,11.0,17.0,98.0,85.0,1010.3,1010.8,8.0,8.0,16.7,16.1,MelbourneAirport,S,S,S,Yes,Yes
12.8,21.1,10.8,4.2,0.0,26.0,7.0,15.0,90.0,67.0,1014.1,1013.6,8.0,8.0,14.4,18.3,MelbourneAirport,S,W,S,Yes,No
14.4,28.1,0.0,1.2,8.3,43.0,26.0,19.0,71.0,48.0,1015.7,1012.8,7.0,6.0,20.3,26.5,MelbourneAirport,S,SE,SSE,No,No
14.6,31.2,0.0,6.0,13.3,41.0,7.0,20.0,73.0,39.0,1014.7,1010.0,0.0,2.0,20.5,30.1,MelbourneAirport,SSE,W,SSE,No,No
19.7,25.5,0.0,9.4,3.1,65.0,24.0,31.0,69.0,82.0,1003.8,997.7,8.0,7.0,21.1,21.5,MelbourneAirport,N,NNE,NNE,No,Yes
17.1,22.6,11.0,4.8,2.1,57.0,28.0,35.0,88.0,60.0,1001.4,1003.3,7.0,7.0,18.8,21.1,MelbourneAirport,SW,WSW,WSW,Yes,No
14.4,20.5,0.0,5.0,1.6,39.0,26.0,24.0,74.0,60.0,1009.0,1008.6,8.0,7.0,15.6,19.2,MelbourneAirport,W,WSW,S,No,No
9.6,27.7,0.0,4.2,11.7,50.0,9.0,30.0,61.0,27.0,1009.9,1005.6,7.0,2.0,16.0,26.0,MelbourneAirport,W,NW,WNW,No,No
13.2,25.9,0.2,9.6,11.7,50.0,31.0,28.0,70.0,29.0,1011.1,1010.1,7.0,3.0,15.7,23.8,MelbourneAirport,W,WSW,WSW,No,No
11.6,20.1,0.0,10.6,5.4,46.0,24.0,28.0,51.0,53.0,1015.9,1016.3,7.0,7.0,16.1,18.6,MelbourneAirport,SSE,SW,S,No,No
13.3,22.7,0.0,8.0,10.0,39.0,17.0,22.0,51.0,36.0,1018.3,1014.1,7.0,7.0,14.8,21.5,MelbourneAirport,SE,SE,S,No,No
10.1,30.1,0.0,9.8,0.9,63.0,39.0,33.0,49.0,32.0,1007.7,1003.9,7.0,7.0,21.0,29.1,MelbourneAirport,N,N,N,No,No
17.8,33.7,0.0,6.6,11.1,52.0,24.0,17.0,46.0,22.0,1008.4,1007.9,4.0,6.0,25.4,32.8,MelbourneAirport,N,NNE,NNW,No,No
16.7,36.0,0.0,11.4,10.0,50.0,0.0,24.0,78.0,24.0,1012.2,1006.5,2.0,6.0,20.5,34.1,MelbourneAirport,S,N,NNW,No,No
18.9,27.8,0.0,10.2,12.0,44.0,11.0,31.0,56.0,52.0,1005.4,1005.9,1.0,1.0,24.1,24.6,MelbourneAirport,SSE,S,SSE,No,No
11.9,29.6,0.0,9.6,13.1,37.0,6.0,24.0,68.0,37.0,1006.2,1002.0,7.0,1.0,18.3,28.1,MelbourneAirport,S,N,SSE,No,No
13.6,23.0,0.2,8.2,11.0,59.0,28.0,37.0,61.0,21.0,1007.3,1008.7,7.0,5.0,15.7,22.3,MelbourneAirport,SW,SW,WSW,No,No
7.5,21.5,0.0,8.2,8.9,48.0,7.0,28.0,66.0,40.0,1016.7,1015.5,5.0,6.0,12.9,19.0,MelbourneAirport,SSE,SW,SSE,No,No
11.0,20.5,0.0,6.2,4.6,52.0,24.0,33.0,60.0,48.0,1017.2,1016.2,6.0,7.0,15.3,18.0,MelbourneAirport,SSE,SSE,S,No,No
11.2,25.5,0.0,6.0,12.5,63.0,30.0,35.0,54.0,28.0,1017.9,1016.7,2.0,6.0,17.0,24.8,MelbourneAirport,S,SSE,SSE,No,No
10.4,22.8,0.0,9.0,12.8,56.0,28.0,39.0,54.0,43.0,1020.4,1018.2,1.0,5.0,16.5,21.1,MelbourneAirport,SSE,SE,S,No,No
11.4,21.9,0.0,8.0,11.8,59.0,19.0,30.0,61.0,36.0,1016.7,1014.2,7.0,6.0,16.2,20.8,MelbourneAirport,SSE,SSE,S,No,No
12.0,23.0,0.0,8.0,9.0,52.0,20.0,24.0,67.0,40.0,1012.0,1011.4,7.0,7.0,16.6,22.0,MelbourneAirport,S,SW,SSW,No,No
12.2,18.7,0.8,6.6,0.3,50.0,19.0,28.0,88.0,84.0,1013.3,1013.3,7.0,8.0,13.6,16.4,MelbourneAirport,S,WSW,SSW,No,Yes
13.5,23.6,1.4,3.4,7.7,50.0,17.0,30.0,64.0,50.0,1019.4,1019.9,7.0,5.0,15.6,21.2,MelbourneAirport,SSE,SSW,SSE,Yes,No
14.8,22.7,0.0,5.0,8.6,44.0,15.0,17.0,65.0,49.0,1023.2,1020.5,8.0,2.0,15.5,20.4,MelbourneAirport,SSE,SSW,S,No,No
13.5,20.2,0.0,8.0,6.7,46.0,30.0,28.0,77.0,46.0,1019.6,1019.3,7.0,3.0,15.0,18.2,MelbourneAirport,S,SSE,S,No,No
10.1,26.5,0.4,5.6,12.9,37.0,4.0,20.0,70.0,37.0,1023.6,1022.6,4.0,1.0,15.8,25.9,MelbourneAirport,S,W,S,No,No
12.9,36.8,0.0,8.2,11.9,48.0,9.0,24.0,64.0,19.0,1025.1,1020.9,0.0,5.0,19.8,34.1,MelbourneAirport,NE,N,N,No,No
19.8,36.0,0.0,14.4,5.9,72.0,46.0,26.0,37.0,18.0,1019.8,1017.9,7.0,5.0,24.9,34.7,MelbourneAirport,N,N,NW,No,No
18.8,23.5,0.0,12.8,5.8,39.0,22.0,22.0,77.0,55.0,1020.2,1021.9,7.0,7.0,19.3,21.3,MelbourneAirport,S,SSW,SSE,No,No
12.7,27.6,0.0,4.2,12.6,35.0,24.0,19.0,58.0,42.0,1024.9,1021.4,2.0,0.0,16.8,24.5,MelbourneAirport,SSW,SSE,SSW,No,No
14.9,31.1,0.0,6.8,12.5,41.0,7.0,22.0,75.0,41.0,1021.9,1019.0,1.0,1.0,19.6,29.5,MelbourneAirport,NNE,WSW,S,No,No
15.9,35.4,0.0,8.6,11.1,54.0,20.0,19.0,48.0,36.0,1018.5,1016.8,5.0,7.0,27.2,32.1,MelbourneAirport,N,N,SSE,No,No
17.3,25.3,0.0,9.2,7.0,35.0,24.0,17.0,64.0,41.0,1025.2,1022.0,8.0,7.0,17.8,24.3,MelbourneAirport,SSE,SE,S,No,No
13.3,32.9,0.0,7.4,6.1,54.0,28.0,24.0,47.0,28.0,1021.3,1018.3,7.0,8.0,25.1,31.5,MelbourneAirport,N,NNE,N,No,Yes
18.0,26.9,21.4,7.0,8.9,41.0,9.0,20.0,95.0,54.0,1019.5,1017.0,8.0,5.0,18.5,26.0,MelbourneAirport,SSE,W,SSE,Yes,No
14.6,34.7,0.2,5.0,11.4,44.0,15.0,9.0,77.0,30.0,1015.6,1012.5,1.0,5.0,19.4,32.1,MelbourneAirport,N,NE,ENE,No,No
15.6,25.6,0.0,10.6,12.4,43.0,17.0,24.0,66.0,48.0,1017.1,1015.9,1.0,1.0,17.9,23.8,MelbourneAirport,WSW,SW,SSE,No,No
17.0,20.7,0.0,10.8,0.7,31.0,20.0,17.0,76.0,65.0,1017.7,1017.0,8.0,7.0,17.1,19.6,MelbourneAirport,S,SSE,S,No,No
15.8,21.6,0.0,2.2,0.5,30.0,13.0,19.0,72.0,64.0,1020.9,1020.7,8.0,8.0,18.2,20.6,MelbourneAirport,SSE,S,SSE,No,No
16.6,31.0,0.2,3.0,10.4,33.0,7.0,19.0,83.0,41.0,1018.7,1014.6,8.0,2.0,19.2,30.3,MelbourneAirport,S,WNW,SSE,No,No
15.1,26.6,0.0,6.6,12.7,33.0,6.0,24.0,78.0,67.0,1016.3,1015.3,1.0,1.0,18.7,24.1,MelbourneAirport,S,SW,S,No,No
17.1,37.7,0.0,7.2,11.1,56.0,15.0,19.0,75.0,19.0,1014.2,1010.8,1.0,4.0,20.8,36.1,MelbourneAirport,S,ENE,WNW,No,No
20.8,37.0,0.0,12.4,2.7,63.0,48.0,26.0,46.0,23.0,1013.1,1011.6,6.0,7.0,26.5,35.3,MelbourneAirport,N,N,N,No,No
19.1,29.5,0.0,10.8,2.5,63.0,46.0,19.0,46.0,96.0,1010.8,1014.8,7.0,7.0,26.8,18.0,MelbourneAirport,N,N,S,No,Yes
